Topic,Subcategory,Date,Inquiries
Shopping,Local Products,13/1/2024,11861
Shopping,Local Products,14/1/2024,8616
Shopping,Local Products,15/1/2024,3383
Shopping,Local Products,16/1/2024,329
Shopping,Local Products,17/1/2024,3654
Shopping,Local Products,18/1/2024,4761
Shopping,Local Products,19/1/2024,446
Shopping,Local Products,20/1/2024,1191
Shopping,Local Products,21/1/2024,1048
Shopping,Local Products,22/1/2024,501
Shopping,Local Products,23/1/2024,3599
Shopping,Local Products,24/1/2024,5006
Shopping,Local Products,25/1/2024,8366
Shopping,Local Products,26/1/2024,8693
Shopping,Local Products,27/1/2024,6139
Shopping,Local Products,28/1/2024,7708
Shopping,Local Products,29/1/2024,4111
Shopping,Local Products,30/1/2024,3666
Shopping,Local Products,31/1/2024,571
Shopping,Local Products,1/2/2024,5228
Shopping,Local Products,2/2/2024,336
Shopping,Local Products,3/2/2024,2754
Shopping,Local Products,4/2/2024,8124
Shopping,Local Products,5/2/2024,4197
Shopping,Local Products,6/2/2024,7669
Shopping,Local Products,7/2/2024,1492
Shopping,Local Products,8/2/2024,1918
Shopping,Local Products,9/2/2024,4378
Shopping,Local Products,10/2/2024,7785
Shopping,Local Products,11/2/2024,2514
Shopping,Local Products,12/2/2024,8396
Shopping,Local Products,13/2/2024,4665
Shopping,Local Products,14/2/2024,4104
Shopping,Local Products,15/2/2024,4163
Shopping,Local Products,16/2/2024,4453
Shopping,Local Products,17/2/2024,5538
Shopping,Local Products,18/2/2024,7397
Shopping,Local Products,19/2/2024,579
Shopping,Local Products,20/2/2024,9223
Shopping,Local Products,21/2/2024,2702
Shopping,Local Products,22/2/2024,3604
Shopping,Local Products,23/2/2024,3294
Shopping,Local Products,24/2/2024,8578
Shopping,Local Products,25/2/2024,6210
Shopping,Local Products,26/2/2024,3941
Shopping,Local Products,27/2/2024,3743
Shopping,Local Products,28/2/2024,5850
Shopping,Local Products,29/2/2024,2755
Shopping,Local Products,1/3/2024,1774
Shopping,Local Products,2/3/2024,3432
Shopping,Local Products,3/3/2024,9555
Shopping,Local Products,4/3/2024,8527
Shopping,Local Products,5/3/2024,5600
Shopping,Local Products,6/3/2024,8121
Shopping,Local Products,7/3/2024,9082
Shopping,Local Products,8/3/2024,6544
Shopping,Local Products,9/3/2024,3477
Shopping,Local Products,10/3/2024,10006
Shopping,Local Products,11/3/2024,5966
Shopping,Local Products,12/3/2024,4883
Shopping,Local Products,13/3/2024,607
Shopping,Local Products,14/3/2024,2473
Shopping,Local Products,15/3/2024,5245
Shopping,Local Products,16/3/2024,12939
Shopping,Local Products,17/3/2024,11711
Shopping,Local Products,18/3/2024,968
Shopping,Local Products,19/3/2024,5821
Shopping,Local Products,20/3/2024,567
Shopping,Local Products,21/3/2024,4059
Shopping,Local Products,22/3/2024,128
Shopping,Local Products,23/3/2024,6259
Shopping,Local Products,24/3/2024,10712
Shopping,Local Products,25/3/2024,531
Shopping,Local Products,26/3/2024,5751
Shopping,Local Products,27/3/2024,866
Shopping,Local Products,28/3/2024,9004
Shopping,Local Products,29/3/2024,8141
Shopping,Local Products,30/3/2024,10194
Shopping,Local Products,1/1/2024,5681
Shopping,Local Products,2/1/2024,1767
Shopping,Local Products,3/1/2024,263
Shopping,Local Products,4/1/2024,4871
Shopping,Local Products,5/1/2024,4696
Shopping,Local Products,6/1/2024,12385
Shopping,Local Products,7/1/2024,3274
Shopping,Local Products,8/1/2024,4032
Shopping,Local Products,9/1/2024,4087
Shopping,Local Products,10/1/2024,3653
Shopping,Local Products,11/1/2024,3480
Shopping,Local Products,12/1/2024,8975
Shopping,Local Products,13/1/2024,3351
Shopping,Local Products,14/1/2024,285
Shopping,Local Products,15/1/2024,2186
Shopping,Local Products,16/1/2024,2762
Shopping,Local Products,17/1/2024,2675
Shopping,Local Products,18/1/2024,7406
Shopping,Local Products,19/1/2024,8931
Shopping,Local Products,20/1/2024,3504
Shopping,Local Products,21/1/2024,8673
Shopping,Local Products,22/1/2024,2058
Shopping,Local Products,23/1/2024,9566
Shopping,Local Products,24/1/2024,9810
Shopping,Local Products,25/1/2024,6587
Shopping,Local Products,26/1/2024,5534
Shopping,Local Products,27/1/2024,10021
Shopping,Local Products,28/1/2024,4943
Shopping,Local Products,29/1/2024,6280
Shopping,Local Products,30/1/2024,2034
Shopping,Local Products,31/1/2024,1081
Shopping,Local Products,1/2/2024,8397
Shopping,Local Products,2/2/2024,2525
Shopping,Local Products,3/2/2024,12019
Shopping,Local Products,4/2/2024,7841
Shopping,Local Products,5/2/2024,4733
Shopping,Local Products,6/2/2024,555
Shopping,Local Products,7/2/2024,2972
Shopping,Local Products,8/2/2024,4866
Shopping,Local Products,9/2/2024,5684
Shopping,Local Products,10/2/2024,7277
Shopping,Local Products,11/2/2024,5868
Shopping,Local Products,12/2/2024,3410
Shopping,Local Products,13/2/2024,1426
Shopping,Local Products,14/2/2024,4310
Shopping,Local Products,15/2/2024,6607
Shopping,Local Products,16/2/2024,523
Shopping,Local Products,17/2/2024,419
Shopping,Local Products,18/2/2024,6381
Shopping,Local Products,19/2/2024,9937
Shopping,Local Products,20/2/2024,4711
Shopping,Local Products,21/2/2024,8695
Shopping,Local Products,22/2/2024,4213
Shopping,Local Products,23/2/2024,7521
Shopping,Local Products,24/2/2024,2419
Shopping,Local Products,25/2/2024,4197
Shopping,Local Products,26/2/2024,4098
Shopping,Local Products,27/2/2024,1846
Shopping,Local Products,28/2/2024,1094
Shopping,Local Products,29/2/2024,6181
Shopping,Local Products,1/3/2024,9461
Shopping,Local Products,2/3/2024,4406
Shopping,Local Products,3/3/2024,10151
Shopping,Local Products,4/3/2024,5501
Shopping,Local Products,5/3/2024,882
Shopping,Local Products,6/3/2024,322
Shopping,Local Products,7/3/2024,8611
Shopping,Local Products,8/3/2024,4916
Shopping,Local Products,9/3/2024,9297
Shopping,Local Products,10/3/2024,10665
Shopping,Local Products,11/3/2024,5514
Shopping,Local Products,12/3/2024,2514
Shopping,Local Products,13/3/2024,1526
Shopping,Local Products,14/3/2024,3189
Shopping,Local Products,15/3/2024,3107
Shopping,Local Products,16/3/2024,5133
Shopping,Local Products,17/3/2024,631
Shopping,Local Products,18/3/2024,3718
Shopping,Local Products,19/3/2024,4197
Shopping,Local Products,20/3/2024,1586
Shopping,Local Products,21/3/2024,6037
Shopping,Local Products,22/3/2024,2042
Shopping,Local Products,23/3/2024,4800
Shopping,Local Products,24/3/2024,1330
Shopping,Local Products,25/3/2024,3881
Shopping,Local Products,26/3/2024,2687
Shopping,Local Products,27/3/2024,8711
Shopping,Local Products,28/3/2024,2184
Shopping,Local Products,29/3/2024,6204
Shopping,Local Products,30/3/2024,7750
Shopping,Fashion,1/1/2024,85
Shopping,Fashion,2/1/2024,9647
Shopping,Fashion,3/1/2024,29
Shopping,Fashion,4/1/2024,8827
Shopping,Fashion,5/1/2024,9559
Shopping,Fashion,6/1/2024,9703
Shopping,Fashion,7/1/2024,10931
Shopping,Fashion,8/1/2024,4382
Shopping,Fashion,9/1/2024,6291
Shopping,Fashion,10/1/2024,8965
Shopping,Fashion,11/1/2024,4057
Shopping,Fashion,12/1/2024,446
Shopping,Fashion,13/1/2024,11577
Shopping,Fashion,14/1/2024,7218
Shopping,Fashion,15/1/2024,1073
Shopping,Fashion,16/1/2024,8424
Shopping,Fashion,17/1/2024,514
Shopping,Fashion,18/1/2024,342
Shopping,Fashion,19/1/2024,4008
Shopping,Fashion,20/1/2024,4366
Shopping,Fashion,21/1/2024,239
Shopping,Fashion,22/1/2024,1336
Shopping,Fashion,23/1/2024,9097
Shopping,Fashion,24/1/2024,5113
Shopping,Fashion,25/1/2024,6315
Shopping,Fashion,26/1/2024,231
Shopping,Fashion,27/1/2024,12367
Shopping,Fashion,28/1/2024,10075
Shopping,Fashion,29/1/2024,8251
Shopping,Fashion,30/1/2024,887
Shopping,Fashion,31/1/2024,3978
Shopping,Fashion,1/2/2024,3499
Shopping,Fashion,2/2/2024,4371
Shopping,Fashion,3/2/2024,3320
Shopping,Fashion,4/2/2024,8999
Shopping,Fashion,5/2/2024,3607
Shopping,Fashion,6/2/2024,3947
Shopping,Fashion,7/2/2024,766
Shopping,Fashion,8/2/2024,3919
Shopping,Fashion,9/2/2024,4762
Shopping,Fashion,10/2/2024,4752
Shopping,Fashion,11/2/2024,2596
Shopping,Fashion,12/2/2024,362
Shopping,Fashion,13/2/2024,6765
Shopping,Fashion,14/2/2024,4657
Shopping,Fashion,15/2/2024,1747
Shopping,Fashion,16/2/2024,4020
Shopping,Fashion,17/2/2024,8395
Shopping,Fashion,18/2/2024,1751
Shopping,Fashion,19/2/2024,203
Shopping,Fashion,20/2/2024,7502
Shopping,Fashion,21/2/2024,6124
Shopping,Fashion,22/2/2024,8909
Shopping,Fashion,23/2/2024,8016
Shopping,Fashion,24/2/2024,5426
Shopping,Fashion,25/2/2024,174
Shopping,Fashion,26/2/2024,3243
Shopping,Fashion,27/2/2024,433
Shopping,Fashion,28/2/2024,6944
Shopping,Fashion,29/2/2024,4293
Shopping,Fashion,1/3/2024,4719
Shopping,Fashion,2/3/2024,4370
Shopping,Fashion,3/3/2024,6808
Shopping,Fashion,4/3/2024,4472
Shopping,Fashion,5/3/2024,3051
Shopping,Fashion,6/3/2024,7574
Shopping,Fashion,7/3/2024,5966
Shopping,Fashion,8/3/2024,3598
Shopping,Fashion,9/3/2024,2103
Shopping,Fashion,10/3/2024,12593
Shopping,Fashion,11/3/2024,1506
Shopping,Fashion,12/3/2024,8414
Shopping,Fashion,13/3/2024,4501
Shopping,Fashion,14/3/2024,5283
Shopping,Fashion,15/3/2024,4143
Shopping,Fashion,16/3/2024,2746
Shopping,Fashion,17/3/2024,6512
Shopping,Fashion,18/3/2024,2551
Shopping,Fashion,19/3/2024,4973
Shopping,Fashion,20/3/2024,7256
Shopping,Fashion,21/3/2024,4682
Shopping,Fashion,22/3/2024,3047
Shopping,Fashion,23/3/2024,2511
Shopping,Fashion,24/3/2024,6275
Shopping,Fashion,25/3/2024,7121
Shopping,Fashion,26/3/2024,8630
Shopping,Fashion,27/3/2024,1995
Shopping,Fashion,28/3/2024,2861
Shopping,Fashion,29/3/2024,2506
Shopping,Fashion,30/3/2024,10334
Shopping,Electronics,1/1/2024,441
Shopping,Electronics,2/1/2024,5620
Shopping,Electronics,3/1/2024,6083
Shopping,Electronics,4/1/2024,4928
Shopping,Electronics,5/1/2024,5279
Shopping,Electronics,6/1/2024,11234
Shopping,Electronics,7/1/2024,11985
Shopping,Electronics,8/1/2024,8679
Shopping,Electronics,9/1/2024,6245
Shopping,Electronics,10/1/2024,5902
Shopping,Electronics,11/1/2024,2
Shopping,Electronics,12/1/2024,9459
Shopping,Electronics,13/1/2024,5126
Shopping,Electronics,14/1/2024,8875
Shopping,Electronics,15/1/2024,3921
Shopping,Electronics,16/1/2024,1648
Shopping,Electronics,17/1/2024,7931
Shopping,Electronics,18/1/2024,3998
Shopping,Electronics,19/1/2024,3246
Shopping,Electronics,20/1/2024,6279
Shopping,Electronics,21/1/2024,7387
Shopping,Electronics,22/1/2024,760
Shopping,Electronics,23/1/2024,498
Shopping,Electronics,24/1/2024,7766
Shopping,Electronics,25/1/2024,2538
Shopping,Electronics,26/1/2024,8778
Shopping,Electronics,27/1/2024,3547
Shopping,Electronics,28/1/2024,11339
Shopping,Electronics,29/1/2024,1019
Shopping,Electronics,30/1/2024,398
Shopping,Electronics,31/1/2024,4642
Shopping,Electronics,1/2/2024,2848
Shopping,Electronics,2/2/2024,7709
Shopping,Electronics,3/2/2024,6928
Shopping,Electronics,4/2/2024,384
Shopping,Electronics,5/2/2024,3835
Shopping,Electronics,6/2/2024,2849
Shopping,Electronics,7/2/2024,5343
Shopping,Electronics,8/2/2024,3400
Shopping,Electronics,9/2/2024,3932
Shopping,Electronics,10/2/2024,7074
Shopping,Electronics,11/2/2024,2205
Shopping,Electronics,12/2/2024,9752
Shopping,Electronics,13/2/2024,5857
Shopping,Electronics,14/2/2024,531
Shopping,Electronics,15/2/2024,1968
Shopping,Electronics,16/2/2024,4095
Shopping,Electronics,17/2/2024,13446
Shopping,Electronics,18/2/2024,4339
Shopping,Electronics,19/2/2024,547
Shopping,Electronics,20/2/2024,6815
Shopping,Electronics,21/2/2024,4173
Shopping,Electronics,22/2/2024,3656
Shopping,Electronics,23/2/2024,8299
Shopping,Electronics,24/2/2024,13226
Shopping,Electronics,25/2/2024,12959
Shopping,Electronics,26/2/2024,850
Shopping,Electronics,27/2/2024,3221
Shopping,Electronics,28/2/2024,6692
Shopping,Electronics,29/2/2024,5155
Shopping,Electronics,1/3/2024,948
Shopping,Electronics,2/3/2024,6069
Shopping,Electronics,3/3/2024,9940
Shopping,Electronics,4/3/2024,4412
Shopping,Electronics,5/3/2024,7098
Shopping,Electronics,6/3/2024,7529
Shopping,Electronics,7/3/2024,7962
Shopping,Electronics,8/3/2024,9261
Shopping,Electronics,9/3/2024,13127
Shopping,Electronics,10/3/2024,3196
Shopping,Electronics,11/3/2024,2164
Shopping,Electronics,12/3/2024,1038
Shopping,Electronics,13/3/2024,6253
Shopping,Electronics,14/3/2024,1967
Shopping,Electronics,15/3/2024,1662
Shopping,Electronics,16/3/2024,14073
Shopping,Electronics,17/3/2024,9857
Shopping,Electronics,18/3/2024,183
Shopping,Electronics,19/3/2024,6129
Shopping,Electronics,20/3/2024,8589
Shopping,Electronics,21/3/2024,656
Shopping,Electronics,22/3/2024,3295
Shopping,Electronics,23/3/2024,6677
Shopping,Electronics,24/3/2024,4195
Shopping,Electronics,25/3/2024,1430
Shopping,Electronics,26/3/2024,6095
Shopping,Electronics,27/3/2024,5842
Shopping,Electronics,28/3/2024,7698
Shopping,Electronics,29/3/2024,8743
Shopping,Electronics,30/3/2024,4338
Shopping,Local Products,1/1/2024,436
Shopping,Local Products,2/1/2024,8495
Shopping,Local Products,3/1/2024,2301
Shopping,Local Products,4/1/2024,8797
Shopping,Local Products,5/1/2024,7442
Shopping,Local Products,6/1/2024,110
Shopping,Local Products,7/1/2024,9703
Shopping,Local Products,8/1/2024,9003
Shopping,Local Products,9/1/2024,25
Shopping,Local Products,10/1/2024,2085
Shopping,Local Products,11/1/2024,9752
Shopping,Local Products,12/1/2024,3652
Shopping,Local Products,13/1/2024,6449
Shopping,Local Products,14/1/2024,10701
Shopping,Local Products,15/1/2024,6227
Shopping,Local Products,16/1/2024,2584
Shopping,Local Products,17/1/2024,5112
Shopping,Local Products,18/1/2024,871
Shopping,Local Products,19/1/2024,6080
Shopping,Local Products,20/1/2024,11356
Shopping,Local Products,21/1/2024,480
Shopping,Local Products,22/1/2024,4444
Shopping,Local Products,23/1/2024,7941
Shopping,Local Products,24/1/2024,1261
Shopping,Local Products,25/1/2024,3877
Shopping,Local Products,26/1/2024,8123
Shopping,Local Products,27/1/2024,1671
Shopping,Local Products,28/1/2024,12815
Shopping,Local Products,29/1/2024,3905
Shopping,Local Products,30/1/2024,8225
Shopping,Local Products,31/1/2024,3774
Shopping,Local Products,1/2/2024,8717
Shopping,Local Products,2/2/2024,3363
Shopping,Local Products,3/2/2024,12091
Shopping,Local Products,4/2/2024,5404
Shopping,Local Products,5/2/2024,167
Shopping,Local Products,6/2/2024,9219
Shopping,Local Products,7/2/2024,1061
Shopping,Local Products,8/2/2024,3266
Shopping,Local Products,9/2/2024,4979
Shopping,Local Products,10/2/2024,4106
Shopping,Local Products,11/2/2024,6492
Shopping,Local Products,12/2/2024,3325
Shopping,Local Products,13/2/2024,4431
Shopping,Local Products,14/2/2024,8648
Shopping,Local Products,15/2/2024,4535
Shopping,Local Products,16/2/2024,6575
Shopping,Local Products,17/2/2024,8238
Shopping,Local Products,18/2/2024,5747
Shopping,Local Products,19/2/2024,4328
Shopping,Local Products,20/2/2024,3068
Shopping,Local Products,21/2/2024,2517
Shopping,Local Products,22/2/2024,8441
Shopping,Local Products,23/2/2024,5763
Shopping,Local Products,24/2/2024,12287
Shopping,Local Products,25/2/2024,2257
Shopping,Local Products,26/2/2024,7514
Shopping,Local Products,27/2/2024,577
Shopping,Local Products,28/2/2024,3184
Shopping,Local Products,29/2/2024,4215
Shopping,Local Products,1/3/2024,142
Shopping,Local Products,2/3/2024,14316
Shopping,Local Products,3/3/2024,9115
Shopping,Local Products,4/3/2024,1705
Shopping,Local Products,5/3/2024,2333
Shopping,Local Products,6/3/2024,509
Shopping,Local Products,7/3/2024,3981
Shopping,Local Products,8/3/2024,460
Shopping,Local Products,9/3/2024,3110
Shopping,Local Products,10/3/2024,3902
Shopping,Local Products,11/3/2024,1245
Shopping,Local Products,12/3/2024,7555
Shopping,Local Products,13/3/2024,9151
Shopping,Local Products,14/3/2024,6946
Shopping,Local Products,15/3/2024,1891
Shopping,Local Products,16/3/2024,9072
Shopping,Local Products,17/3/2024,11376
Shopping,Local Products,18/3/2024,5626
Shopping,Local Products,19/3/2024,696
Shopping,Local Products,20/3/2024,479
Shopping,Local Products,21/3/2024,5858
Shopping,Local Products,22/3/2024,1825
Shopping,Local Products,23/3/2024,3821
Shopping,Local Products,24/3/2024,11668
Shopping,Local Products,25/3/2024,5437
Shopping,Local Products,26/3/2024,1583
Shopping,Local Products,27/3/2024,2781
Shopping,Local Products,28/3/2024,4962
Shopping,Local Products,29/3/2024,4313
Shopping,Local Products,30/3/2024,5981
Shopping,Fashion,1/1/2024,384
Shopping,Fashion,2/1/2024,3084
Shopping,Fashion,3/1/2024,5126
Shopping,Fashion,4/1/2024,3548
Shopping,Fashion,5/1/2024,2514
Shopping,Fashion,6/1/2024,2383
Shopping,Fashion,7/1/2024,10908
Shopping,Fashion,8/1/2024,5343
Shopping,Fashion,9/1/2024,5369
Shopping,Fashion,10/1/2024,8107
Shopping,Fashion,11/1/2024,2828
Shopping,Fashion,12/1/2024,4197
Shopping,Fashion,13/1/2024,12782
Shopping,Fashion,14/1/2024,723
Shopping,Fashion,15/1/2024,3755
Shopping,Fashion,16/1/2024,8379
Shopping,Fashion,17/1/2024,3410
Shopping,Fashion,18/1/2024,9649
Shopping,Fashion,19/1/2024,1337
Shopping,Fashion,20/1/2024,1683
Shopping,Fashion,21/1/2024,9493
Shopping,Fashion,22/1/2024,803
Shopping,Fashion,23/1/2024,6727
Shopping,Fashion,24/1/2024,3889
Shopping,Fashion,25/1/2024,7643
Shopping,Fashion,26/1/2024,8774
Shopping,Fashion,27/1/2024,7042
Shopping,Fashion,28/1/2024,6308
Shopping,Fashion,29/1/2024,2370
Shopping,Fashion,30/1/2024,5942
Shopping,Fashion,31/1/2024,3731
Shopping,Fashion,1/2/2024,7511
Shopping,Fashion,2/2/2024,5552
Shopping,Fashion,3/2/2024,3979
Shopping,Fashion,4/2/2024,9508
Shopping,Fashion,5/2/2024,5859
Shopping,Fashion,6/2/2024,5717
Shopping,Fashion,7/2/2024,4478
Shopping,Fashion,8/2/2024,9394
Shopping,Fashion,9/2/2024,1120
Shopping,Fashion,10/2/2024,631
Shopping,Fashion,11/2/2024,10654
Shopping,Fashion,12/2/2024,9265
Shopping,Fashion,13/2/2024,723
Shopping,Fashion,14/2/2024,763
Shopping,Fashion,15/2/2024,5847
Shopping,Fashion,16/2/2024,295
Shopping,Fashion,17/2/2024,5636
Shopping,Fashion,18/2/2024,10597
Shopping,Fashion,19/2/2024,1937
Shopping,Fashion,20/2/2024,402
Shopping,Fashion,21/2/2024,4500
Shopping,Fashion,22/2/2024,2092
Shopping,Fashion,23/2/2024,3881
Shopping,Fashion,24/2/2024,12697
Shopping,Fashion,25/2/2024,11313
Shopping,Fashion,26/2/2024,4567
Shopping,Fashion,27/2/2024,4990
Shopping,Fashion,28/2/2024,7532
Shopping,Fashion,29/2/2024,7830
Shopping,Fashion,1/3/2024,2670
Shopping,Fashion,2/3/2024,9113
Shopping,Fashion,3/3/2024,4332
Shopping,Fashion,4/3/2024,2076
Shopping,Fashion,5/3/2024,2118
Shopping,Fashion,6/3/2024,7216
Shopping,Fashion,7/3/2024,3015
Shopping,Fashion,8/3/2024,5256
Shopping,Fashion,9/3/2024,10137
Shopping,Fashion,10/3/2024,1636
Shopping,Fashion,11/3/2024,3072
Shopping,Fashion,12/3/2024,6624
Shopping,Fashion,13/3/2024,2831
Shopping,Fashion,14/3/2024,8528
Shopping,Fashion,15/3/2024,932
Shopping,Fashion,16/3/2024,7024
Shopping,Fashion,17/3/2024,11531
Shopping,Fashion,18/3/2024,5102
Shopping,Fashion,19/3/2024,3803
Shopping,Fashion,20/3/2024,5775
Shopping,Fashion,21/3/2024,3065
Shopping,Fashion,22/3/2024,815
Shopping,Fashion,23/3/2024,482
Shopping,Fashion,24/3/2024,6670
Shopping,Fashion,25/3/2024,6045
Shopping,Fashion,26/3/2024,8316
Shopping,Fashion,27/3/2024,951
Shopping,Fashion,28/3/2024,2723
Shopping,Fashion,29/3/2024,9795
Shopping,Fashion,30/3/2024,4418
Shopping,Luxury Goods,1/1/2024,6411
Shopping,Luxury Goods,2/1/2024,4567
Shopping,Luxury Goods,3/1/2024,3074
Shopping,Luxury Goods,4/1/2024,7515
Shopping,Luxury Goods,5/1/2024,6255
Shopping,Luxury Goods,6/1/2024,6189
Shopping,Luxury Goods,7/1/2024,686
Shopping,Luxury Goods,8/1/2024,5912
Shopping,Luxury Goods,9/1/2024,2214
Shopping,Luxury Goods,10/1/2024,4610
Shopping,Luxury Goods,11/1/2024,9962
Shopping,Luxury Goods,12/1/2024,5923
Shopping,Luxury Goods,13/1/2024,13598
Shopping,Luxury Goods,14/1/2024,7412
Shopping,Luxury Goods,15/1/2024,3498
Shopping,Luxury Goods,16/1/2024,9833
Shopping,Luxury Goods,17/1/2024,1290
Shopping,Luxury Goods,18/1/2024,419
Shopping,Luxury Goods,19/1/2024,1052
Shopping,Luxury Goods,20/1/2024,5981
Shopping,Luxury Goods,21/1/2024,4824
Shopping,Luxury Goods,22/1/2024,8127
Shopping,Luxury Goods,23/1/2024,668
Shopping,Luxury Goods,24/1/2024,5569
Shopping,Luxury Goods,25/1/2024,6690
Shopping,Luxury Goods,26/1/2024,4413
Shopping,Luxury Goods,27/1/2024,4807
Shopping,Luxury Goods,28/1/2024,11430
Shopping,Luxury Goods,29/1/2024,4408
Shopping,Luxury Goods,30/1/2024,7641
Shopping,Luxury Goods,31/1/2024,3397
Shopping,Luxury Goods,1/2/2024,2221
Shopping,Luxury Goods,2/2/2024,475
Shopping,Luxury Goods,3/2/2024,10041
Shopping,Luxury Goods,4/2/2024,1850
Shopping,Luxury Goods,5/2/2024,6920
Shopping,Luxury Goods,6/2/2024,606
Shopping,Luxury Goods,7/2/2024,4735
Shopping,Luxury Goods,8/2/2024,6665
Shopping,Luxury Goods,9/2/2024,141
Shopping,Luxury Goods,10/2/2024,9932
Shopping,Luxury Goods,11/2/2024,643
Shopping,Luxury Goods,12/2/2024,2863
Shopping,Luxury Goods,13/2/2024,1037
Shopping,Luxury Goods,14/2/2024,6316
Shopping,Luxury Goods,15/2/2024,9045
Shopping,Luxury Goods,16/2/2024,4495
Shopping,Luxury Goods,17/2/2024,9955
Shopping,Luxury Goods,18/2/2024,8211
Shopping,Luxury Goods,19/2/2024,5459
Shopping,Luxury Goods,20/2/2024,3486
Shopping,Luxury Goods,21/2/2024,8668
Shopping,Luxury Goods,22/2/2024,5922
Shopping,Luxury Goods,23/2/2024,586
Shopping,Luxury Goods,24/2/2024,11058
Shopping,Luxury Goods,25/2/2024,4745
Shopping,Luxury Goods,26/2/2024,7625
Shopping,Luxury Goods,27/2/2024,1242
Shopping,Luxury Goods,28/2/2024,757
Shopping,Luxury Goods,29/2/2024,455
Shopping,Luxury Goods,1/3/2024,8309
Shopping,Luxury Goods,2/3/2024,5288
Shopping,Luxury Goods,3/3/2024,5160
Shopping,Luxury Goods,4/3/2024,6473
Shopping,Luxury Goods,5/3/2024,874
Shopping,Luxury Goods,6/3/2024,2390
Shopping,Luxury Goods,7/3/2024,9082
Shopping,Luxury Goods,8/3/2024,6686
Shopping,Luxury Goods,9/3/2024,8351
Shopping,Luxury Goods,10/3/2024,10632
Shopping,Luxury Goods,11/3/2024,4305
Shopping,Luxury Goods,12/3/2024,7197
Shopping,Luxury Goods,13/3/2024,3635
Shopping,Luxury Goods,14/3/2024,6370
Shopping,Luxury Goods,15/3/2024,4279
Shopping,Luxury Goods,16/3/2024,12094
Shopping,Luxury Goods,17/3/2024,3971
Shopping,Luxury Goods,18/3/2024,4518
Shopping,Luxury Goods,19/3/2024,5170
Shopping,Luxury Goods,20/3/2024,9295
Shopping,Luxury Goods,21/3/2024,8667
Shopping,Luxury Goods,22/3/2024,712
Shopping,Luxury Goods,23/3/2024,8325
Shopping,Luxury Goods,24/3/2024,7789
Shopping,Luxury Goods,25/3/2024,9275
Shopping,Luxury Goods,26/3/2024,6072
Shopping,Luxury Goods,27/3/2024,9618
Shopping,Luxury Goods,28/3/2024,2648
Shopping,Luxury Goods,29/3/2024,3158
Shopping,Luxury Goods,30/3/2024,10298
Shopping,Local Products,1/1/2024,7725
Shopping,Local Products,2/1/2024,8149
Shopping,Local Products,3/1/2024,2217
Shopping,Local Products,4/1/2024,8052
Shopping,Local Products,5/1/2024,5841
Shopping,Local Products,6/1/2024,1135
Shopping,Local Products,7/1/2024,7557
Shopping,Local Products,8/1/2024,7145
Shopping,Local Products,9/1/2024,9968
Shopping,Local Products,10/1/2024,4227
Shopping,Local Products,11/1/2024,5145
Shopping,Local Products,12/1/2024,5276
Shopping,Local Products,13/1/2024,2725
Shopping,Local Products,14/1/2024,3576
Shopping,Local Products,15/1/2024,9311
Shopping,Local Products,16/1/2024,4063
Shopping,Local Products,17/1/2024,7102
Shopping,Local Products,18/1/2024,5827
Shopping,Local Products,19/1/2024,3478
Shopping,Local Products,20/1/2024,7358
Shopping,Local Products,21/1/2024,8453
Shopping,Local Products,22/1/2024,4965
Shopping,Local Products,23/1/2024,5060
Shopping,Local Products,24/1/2024,2848
Shopping,Local Products,25/1/2024,6108
Shopping,Local Products,26/1/2024,4744
Shopping,Local Products,27/1/2024,10261
Shopping,Local Products,28/1/2024,5271
Shopping,Local Products,29/1/2024,9525
Shopping,Local Products,30/1/2024,2674
Shopping,Local Products,31/1/2024,9096
Shopping,Local Products,1/2/2024,9985
Shopping,Local Products,2/2/2024,1475
Shopping,Local Products,3/2/2024,11191
Shopping,Local Products,4/2/2024,9266
Shopping,Local Products,5/2/2024,8729
Shopping,Local Products,6/2/2024,4775
Shopping,Local Products,7/2/2024,4413
Shopping,Local Products,8/2/2024,9140
Shopping,Local Products,9/2/2024,5667
Shopping,Local Products,10/2/2024,4861
Shopping,Local Products,11/2/2024,4670
Shopping,Local Products,12/2/2024,5045
Shopping,Local Products,13/2/2024,3928
Shopping,Local Products,14/2/2024,6100
Shopping,Local Products,15/2/2024,616
Shopping,Local Products,16/2/2024,1897
Shopping,Local Products,17/2/2024,7879
Shopping,Local Products,18/2/2024,1696
Shopping,Local Products,19/2/2024,8747
Shopping,Local Products,20/2/2024,9977
Shopping,Local Products,21/2/2024,5668
Shopping,Local Products,22/2/2024,4740
Shopping,Local Products,23/2/2024,6442
Shopping,Local Products,24/2/2024,6888
Shopping,Local Products,25/2/2024,1008
Shopping,Local Products,26/2/2024,2852
Shopping,Local Products,27/2/2024,4615
Shopping,Local Products,28/2/2024,5892
Shopping,Local Products,29/2/2024,4995
Shopping,Local Products,1/3/2024,5221
Shopping,Local Products,2/3/2024,1665
Shopping,Local Products,3/3/2024,8287
Shopping,Local Products,4/3/2024,2753
Shopping,Local Products,5/3/2024,3706
Shopping,Local Products,6/3/2024,9125
Shopping,Local Products,7/3/2024,7998
Shopping,Local Products,8/3/2024,500
Shopping,Local Products,9/3/2024,548
Shopping,Local Products,10/3/2024,8616
Shopping,Local Products,11/3/2024,2029
